incident_id,service,severity,opened_at,resolved_at,sla_breached,rca_present,owner_team
INC401906,ledger-svc,SEV3,2025-09-07 16:37:03.616620,2025-09-07 20:53:55.381909,False,True,sre
INC401907,auth-service,SEV3,2026-06-05 14:38:11.096189,2026-06-06 09:11:27.366007,False,True,sre
INC401908,auth-service,SEV3,2026-03-09 18:47:13.321082,2026-03-11 02:11:30.231986,True,False,sre
INC401909,core-banking,SEV2,2026-05-07 18:17:42.412298,2026-05-07 21:48:03.304285,False,True,platform
INC401910,ledger-svc,SEV3,2026-05-01 23:59:52.532543,2026-05-04 18:09:42.106799,True,True,security
INC401911,kyc-service,SEV2,2026-01-28 15:47:10.305580,2026-01-28 20:37:43.397178,False,True,platform
INC401912,core-banking,SEV2,2026-06-25 07:36:06.658818,2026-06-25 12:00:55.333780,False,True,payments
INC401913,notification-svc,SEV4,2025-10-25 16:44:02.282028,2025-10-27 06:58:55.215923,False,True,payments
INC401914,ledger-svc,SEV4,2026-07-19 09:06:38.531656,2026-07-21 20:08:01.951455,False,True,core-banking
INC401915,core-banking,SEV4,2026-02-07 02:13:07.510555,2026-02-08 03:55:58.471118,False,True,platform
INC401916,core-banking,SEV4,2026-03-10 20:44:19.357296,2026-03-11 01:49:12.033023,False,True,platform
INC401917,core-banking,SEV3,2025-11-22 16:33:08.092933,2025-11-23 06:03:31.556718,False,True,platform
INC401918,ledger-svc,SEV4,2025-09-16 10:24:36.232154,2025-09-22 16:45:58.988319,True,True,core-banking
INC401919,kyc-service,SEV4,2026-04-27 05:32:16.515110,2026-05-01 14:06:57.003646,True,False,security
INC401920,notification-svc,SEV2,2025-12-09 15:48:57.328089,2025-12-09 21:37:42.883434,False,False,payments
INC401921,kyc-service,SEV3,2025-12-29 07:42:13.648227,2025-12-30 22:50:05.429536,True,True,core-banking
INC401922,auth-service,SEV3,2026-02-09 08:52:16.241354,2026-02-10 04:42:53.562146,False,True,platform
INC401923,notification-svc,SEV2,2026-01-23 08:48:29.200082,2026-01-23 14:40:49.632051,False,True,platform
INC401924,auth-service,SEV3,2026-07-24 10:44:32.590831,2026-07-24 23:40:24.816115,False,True,security
INC401925,ledger-svc,SEV4,2026-05-10 09:14:56.930000,2026-05-12 09:38:03.622404,False,True,platform
INC401926,payments-api,SEV4,2026-01-25 21:01:41.898198,2026-01-30 15:25:48.833356,True,True,core-banking
INC401927,core-banking,SEV2,2026-04-03 15:04:04.932140,2026-04-03 16:15:16.097282,False,False,platform
INC401928,notification-svc,SEV2,2025-10-29 11:16:46.720986,2025-10-29 12:58:34.741177,False,True,sre
INC401929,auth-service,SEV2,2026-05-21 14:21:49.899775,2026-05-22 05:54:37.888716,True,True,platform
INC401930,notification-svc,SEV4,2026-05-26 03:52:53.339920,2026-05-28 02:25:34.654164,False,True,security
INC401931,notification-svc,SEV2,2025-11-22 01:46:25.217654,2025-11-23 01:07:18.909990,True,True,platform
INC401932,kyc-service,SEV3,2025-10-06 06:32:22.339612,2025-10-06 22:24:20.873866,False,True,platform
INC401933,payments-api,SEV3,2025-12-27 22:23:11.783985,2025-12-30 03:19:19.228552,True,True,core-banking
INC401934,core-banking,SEV4,2025-09-17 12:25:30.193983,2025-09-18 22:22:36.673087,False,True,platform
INC401935,auth-service,SEV4,2025-12-15 11:40:51.542287,2025-12-16 05:57:40.981745,False,False,core-banking
INC401936,payments-api,SEV3,2025-10-03 04:19:48.870549,2025-10-03 07:32:55.325105,False,False,security
INC401937,auth-service,SEV2,2026-01-13 20:48:53.086723,2026-01-14 15:30:48.480184,True,False,payments
INC401938,core-banking,SEV3,2025-10-20 23:30:43.983843,2025-10-21 17:42:30.623997,False,True,platform
INC401939,auth-service,SEV3,2026-04-11 16:19:06.295436,2026-04-11 21:46:41.436654,False,True,sre
INC401940,payments-api,SEV4,2026-06-01 10:13:36.925748,2026-06-02 12:57:56.183153,False,True,platform
INC401941,auth-service,SEV4,2026-04-20 17:13:52.993194,2026-04-21 10:29:46.107299,False,False,core-banking
INC401942,kyc-service,SEV4,2026-03-10 01:38:44.049709,2026-03-15 09:31:35.415531,True,True,sre
INC401943,auth-service,SEV4,2025-11-10 01:48:16.146000,2025-11-10 07:01:04.386049,False,True,sre
INC401944,core-banking,SEV3,2025-10-27 07:07:05.824867,2025-10-27 22:20:42.684143,False,False,platform
INC401945,ledger-svc,SEV4,2026-07-09 18:39:37.835261,2026-07-11 17:56:38.580760,False,True,sre
INC401946,auth-service,SEV3,2026-07-13 15:11:53.334372,2026-07-14 06:10:49.683639,False,False,payments
INC401947,auth-service,SEV2,2026-07-27 03:04:19.303611,2026-07-27 18:26:51.224463,True,False,payments
INC401948,payments-api,SEV3,2025-11-21 22:19:01.477918,2025-11-22 08:59:11.367560,False,True,security
INC401949,core-banking,SEV4,2026-06-06 18:18:19.576455,2026-06-07 00:32:22.017614,False,False,core-banking
INC401950,ledger-svc,SEV3,2026-04-30 09:43:33.195887,2026-04-30 20:34:03.483697,False,True,sre
INC401951,ledger-svc,SEV4,2026-02-16 10:17:27.162812,2026-02-19 00:18:33.641012,False,True,core-banking
INC401952,core-banking,SEV3,2025-12-09 06:17:25.615846,2025-12-09 22:04:09.868537,False,True,payments
INC401953,notification-svc,SEV3,2025-12-27 12:29:20.945192,2025-12-27 23:00:05.831518,False,True,core-banking
INC401954,notification-svc,SEV3,2025-11-03 15:00:58.864947,2025-11-05 05:48:29.565030,True,True,payments
INC401955,core-banking,SEV3,2026-03-09 01:29:04.606712,2026-03-09 15:50:41.000024,False,True,security
INC401956,kyc-service,SEV4,2025-11-18 10:25:40.573132,2025-11-18 16:15:02.890943,False,True,payments
INC401957,payments-api,SEV4,2026-06-05 15:32:50.529033,2026-06-11 00:57:53.404600,True,True,platform
INC401958,ledger-svc,SEV2,2026-03-03 16:17:45.776956,2026-03-03 19:47:12.982612,False,True,sre
INC401959,kyc-service,SEV3,2026-01-29 07:47:00.918962,2026-01-29 12:17:51.643387,False,True,platform
INC401960,auth-service,SEV4,2026-04-12 06:21:08.016306,2026-04-20 04:13:52.772719,True,False,sre
INC401961,kyc-service,SEV2,2026-02-21 08:42:11.658673,2026-02-21 14:42:36.172520,False,True,payments
INC401962,payments-api,SEV4,2026-06-15 20:37:41.770546,2026-06-16 17:55:18.558486,False,True,platform
INC401963,core-banking,SEV2,2026-01-06 09:47:12.309541,2026-01-06 11:50:07.121900,False,True,platform
INC401964,auth-service,SEV3,2026-04-11 12:19:04.405756,2026-04-13 21:48:36.295560,True,False,payments
INC401965,auth-service,SEV3,2026-07-09 18:12:33.149238,2026-07-12 01:22:06.404653,True,True,payments
INC401966,notification-svc,SEV3,2026-02-03 20:21:20.762875,2026-02-06 18:09:49.619124,True,True,payments
INC401967,payments-api,SEV2,2026-01-13 08:51:38.117361,2026-01-14 02:39:38.864841,True,False,core-banking
INC401968,kyc-service,SEV3,2026-02-27 18:45:42.085802,2026-02-28 04:35:50.601187,False,False,core-banking
INC401969,payments-api,SEV3,2026-06-11 18:42:52.455096,2026-06-12 12:27:03.885195,False,True,security
INC401970,auth-service,SEV4,2026-06-19 08:36:46.874927,2026-06-25 17:28:29.642435,True,True,sre
INC401971,notification-svc,SEV2,2026-03-14 22:03:13.689819,2026-03-15 04:20:50.288638,False,True,security
INC401972,core-banking,SEV4,2025-08-28 18:44:33.131148,2025-09-06 10:08:09.851217,True,False,platform
INC401973,kyc-service,SEV2,2026-06-04 23:01:01.682568,2026-06-05 10:46:08.241016,True,True,payments
INC401974,kyc-service,SEV2,2026-07-15 17:52:30.215646,2026-07-15 19:40:12.370101,False,True,core-banking
INC401975,notification-svc,SEV3,2026-02-07 20:36:35.955572,2026-02-08 09:47:03.438132,False,True,payments
INC401976,ledger-svc,SEV4,2026-04-03 06:04:57.736596,2026-04-08 08:16:26.378160,True,False,payments
INC401977,auth-service,SEV3,2025-08-21 10:57:35.977496,2025-08-21 15:36:48.993040,False,True,core-banking
INC401978,payments-api,SEV2,2025-10-05 07:06:18.466318,2025-10-05 13:08:13.021304,False,False,core-banking
INC401979,payments-api,SEV3,2026-08-14 21:13:22.225532,2026-08-16 10:36:48.016836,True,True,sre
INC401980,notification-svc,SEV4,2026-05-09 20:49:59.375656,2026-05-17 19:54:32.110225,True,True,platform
INC401981,auth-service,SEV3,2026-01-31 01:48:17.443223,2026-01-31 17:42:32.993048,False,True,security
INC401982,notification-svc,SEV4,2025-12-11 17:53:38.281470,2025-12-13 06:09:58.142453,False,True,sre
INC401983,payments-api,SEV3,2026-03-11 02:54:23.688428,2026-03-11 05:25:03.395392,False,True,core-banking
INC401984,core-banking,SEV1,2025-09-01 05:54:19.711107,2025-09-01 10:43:53.357022,True,True,payments
INC401985,payments-api,SEV3,2025-10-21 20:49:12.261613,2025-10-21 21:54:21.120487,False,True,sre
INC401986,notification-svc,SEV3,2026-07-07 23:45:08.259157,2026-07-09 09:43:28.861880,True,True,payments
INC401987,ledger-svc,SEV2,2025-10-30 05:54:39.154912,2025-10-30 10:29:52.308405,False,True,sre
INC401988,core-banking,SEV3,2026-03-31 15:59:21.938407,2026-04-01 03:43:38.937198,False,True,security
INC401989,auth-service,SEV2,2026-07-16 12:53:10.351281,2026-07-16 13:47:46.170049,False,True,payments
INC401990,auth-service,SEV4,2026-03-04 21:09:16.196977,2026-03-04 22:29:40.809449,False,True,platform
INC401991,notification-svc,SEV4,2026-06-17 04:07:55.605359,2026-06-20 18:44:11.726647,True,True,platform
INC401992,auth-service,SEV2,2025-11-22 08:49:41.775998,2025-11-22 12:33:04.431085,False,False,platform
INC401993,core-banking,SEV4,2026-07-16 22:31:45.273917,2026-07-18 05:37:43.198766,False,False,payments
INC401994,auth-service,SEV4,2026-06-10 20:09:49.518181,2026-06-13 11:41:00.336157,False,True,platform
INC401995,payments-api,SEV2,2026-02-28 05:42:34.463463,2026-02-28 18:04:13.841713,True,False,sre
INC401996,notification-svc,SEV3,2025-10-18 15:01:51.521939,2025-10-20 18:29:06.280368,True,False,security
INC401997,core-banking,SEV1,2026-02-27 03:53:01.927980,2026-02-27 05:17:45.979814,False,True,core-banking
INC401998,core-banking,SEV4,2026-04-22 23:04:59.956542,2026-04-24 17:48:30.386414,False,False,payments
INC401999,notification-svc,SEV4,2026-06-18 18:39:19.134991,2026-06-21 06:09:42.626334,False,True,payments
INC402000,payments-api,SEV3,2026-02-12 14:57:08.809779,2026-02-14 21:52:38.535520,True,True,core-banking
INC402001,auth-service,SEV2,2025-09-29 15:02:02.892293,2025-09-29 20:33:08.972394,False,True,sre
INC402002,kyc-service,SEV1,2026-08-10 22:33:42.008934,2026-08-10 23:41:32.003176,False,True,payments
INC402003,notification-svc,SEV3,2026-03-02 16:45:24.017206,2026-03-03 00:52:33.245613,False,True,platform
INC402004,payments-api,SEV2,2026-04-24 12:22:33.482397,2026-04-25 10:00:01.480190,True,True,security
INC402005,core-banking,SEV4,2026-07-10 21:22:19.346040,2026-07-12 09:59:39.139859,False,True,security
INC402006,core-banking,SEV4,2026-06-03 02:50:51.173807,2026-06-10 21:47:49.625254,True,True,core-banking
INC402007,auth-service,SEV4,2026-02-06 02:10:53.437847,2026-02-06 13:06:20.585184,False,True,core-banking
INC402008,core-banking,SEV3,2026-06-05 22:08:27.396129,2026-06-06 18:57:52.213961,False,True,payments
INC402009,kyc-service,SEV4,2026-02-16 04:34:11.326145,2026-02-16 05:59:21.117064,False,True,payments
INC402010,kyc-service,SEV4,2026-06-11 01:24:23.093822,2026-06-18 00:00:36.364693,True,True,payments
INC402011,kyc-service,SEV1,2026-03-20 01:30:03.439190,2026-03-20 03:00:52.813872,False,True,security
INC402012,core-banking,SEV2,2025-12-06 14:20:56.542317,2025-12-06 17:15:27.988051,False,True,security
INC402013,core-banking,SEV4,2026-05-16 21:45:48.432714,2026-05-18 11:00:19.514455,False,False,core-banking
INC402014,payments-api,SEV4,2026-02-21 22:25:35.818792,2026-02-23 12:26:26.620050,False,True,core-banking
INC402015,ledger-svc,SEV4,2026-05-02 01:14:20.359857,2026-05-03 23:15:40.389000,False,False,payments
INC402016,payments-api,SEV3,2026-01-07 12:26:54.531774,2026-01-07 14:26:51.427016,False,True,payments
INC402017,core-banking,SEV3,2025-10-12 17:10:32.213083,2025-10-15 06:50:37.804002,True,True,core-banking
INC402018,core-banking,SEV2,2026-05-03 15:13:31.178214,2026-05-04 03:44:12.970359,True,True,platform
INC402019,notification-svc,SEV3,2025-12-27 02:04:09.991053,2025-12-30 00:07:32.066672,True,False,payments
INC402020,ledger-svc,SEV3,2026-03-01 04:55:10.736129,2026-03-01 20:18:06.347803,False,True,core-banking
INC402021,notification-svc,SEV1,2026-01-20 03:49:09.790378,2026-01-20 07:14:39.339506,True,True,platform
INC402022,auth-service,SEV2,2025-09-11 10:11:22.033363,2025-09-11 16:27:11.357455,False,True,core-banking
INC402023,notification-svc,SEV4,2026-06-13 12:30:33.137874,2026-06-22 02:57:17.349832,True,True,sre
INC402024,payments-api,SEV2,2025-10-01 21:11:57.241081,2025-10-02 17:19:53.796006,True,True,payments
INC402025,core-banking,SEV1,2026-02-02 12:43:58.121278,2026-02-02 14:31:38.998078,False,True,sre
INC402026,core-banking,SEV4,2025-08-24 07:00:13.706205,2025-08-28 03:22:04.674231,True,True,security
INC402027,auth-service,SEV3,2026-07-07 18:40:28.426541,2026-07-09 05:32:06.500176,True,False,core-banking
INC402028,kyc-service,SEV3,2025-12-12 00:29:02.585529,2025-12-12 16:22:58.238422,False,False,security
INC402029,auth-service,SEV4,2026-03-29 15:54:49.644646,2026-04-01 05:33:11.119454,False,True,payments
INC402030,auth-service,SEV3,2026-08-14 22:05:47.335932,2026-08-15 01:06:23.124628,False,True,security
INC402031,auth-service,SEV4,2025-12-23 20:36:37.052005,2025-12-24 01:21:56.316031,False,True,core-banking
INC402032,core-banking,SEV3,2025-10-09 13:43:57.399762,2025-10-10 01:33:49.554706,False,True,sre
INC402033,kyc-service,SEV3,2026-05-20 15:54:46.581205,2026-05-23 03:50:35.095563,True,True,security
INC402034,core-banking,SEV4,2025-09-21 16:43:18.473848,2025-09-21 18:40:12.600208,False,False,core-banking
INC402035,core-banking,SEV4,2026-05-13 04:53:49.907074,2026-05-15 11:16:28.006645,False,True,payments
INC402036,payments-api,SEV3,2025-12-07 16:00:38.566885,2025-12-09 11:24:23.815617,True,True,core-banking
INC402037,ledger-svc,SEV2,2026-07-21 03:17:05.105737,2026-07-21 09:08:43.517523,False,False,platform
INC402038,auth-service,SEV4,2025-09-15 23:28:25.062283,2025-09-22 17:32:38.848955,True,False,payments
INC402039,ledger-svc,SEV3,2026-01-21 08:23:38.469778,2026-01-21 08:47:51.409398,False,False,core-banking
INC402040,kyc-service,SEV3,2025-12-05 22:48:34.547389,2025-12-06 19:45:15.197834,False,True,core-banking
INC402041,payments-api,SEV3,2026-02-23 15:09:48.404208,2026-02-23 21:35:07.344881,False,True,platform
INC402042,ledger-svc,SEV2,2025-10-07 06:49:21.419901,2025-10-07 23:52:15.652834,True,True,payments
INC402043,kyc-service,SEV4,2026-03-08 03:21:26.746229,2026-03-10 08:37:39.115185,False,True,core-banking
INC402044,payments-api,SEV1,2026-08-05 00:34:32.334572,2026-08-05 02:18:28.997958,False,True,core-banking
INC402045,payments-api,SEV4,2026-04-11 09:29:35.102430,2026-04-13 19:55:27.648687,False,True,sre
INC402046,kyc-service,SEV4,2025-12-28 01:34:08.709155,2026-01-03 09:49:10.712537,True,False,security
INC402047,payments-api,SEV3,2026-04-05 09:26:09.304893,2026-04-06 18:52:04.568481,True,True,payments
INC402048,core-banking,SEV3,2026-04-05 00:10:54.170842,2026-04-06 19:55:15.896650,True,True,sre
INC402049,auth-service,SEV3,2026-04-16 09:16:36.482397,2026-04-16 17:49:51.651228,False,False,sre
INC402050,payments-api,SEV2,2025-12-31 20:19:02.293395,2025-12-31 23:56:17.749276,False,True,payments
INC402051,notification-svc,SEV3,2026-03-26 00:45:05.617778,2026-03-26 02:22:39.337425,False,True,payments
INC402052,core-banking,SEV4,2025-11-03 06:50:18.423021,2025-11-04 04:58:39.778728,False,True,security
INC402053,auth-service,SEV4,2026-05-29 02:20:39.630958,2026-05-31 07:24:36.698950,False,False,platform
INC402054,notification-svc,SEV3,2026-08-02 03:50:04.491974,2026-08-02 13:29:33.754707,False,False,security
INC402055,auth-service,SEV3,2025-09-28 23:00:48.665547,2025-09-29 09:11:24.917561,False,True,core-banking
INC402056,core-banking,SEV2,2026-05-09 20:29:16.137035,2026-05-10 12:21:32.288718,True,True,core-banking
INC402057,payments-api,SEV3,2026-07-17 12:51:34.436585,2026-07-19 08:36:45.473956,True,False,sre
INC402058,notification-svc,SEV3,2025-11-01 02:13:25.928181,2025-11-01 04:11:55.636743,False,True,core-banking
INC402059,notification-svc,SEV3,2026-04-05 15:58:43.525118,2026-04-06 10:15:11.900807,False,True,sre
INC402060,core-banking,SEV3,2026-04-26 08:28:53.478062,2026-04-27 02:04:16.281726,False,False,core-banking
INC402061,ledger-svc,SEV4,2026-01-14 05:21:43.643198,2026-01-15 03:06:29.407395,False,True,core-banking
INC402062,kyc-service,SEV3,2026-03-23 10:29:20.807513,2026-03-24 00:15:51.208480,False,True,core-banking
INC402063,payments-api,SEV1,2026-04-25 14:10:03.546145,2026-04-25 19:41:31.434027,True,True,platform
INC402064,ledger-svc,SEV1,2025-11-12 11:53:31.310020,2025-11-12 16:53:24.073969,True,False,platform
INC402065,ledger-svc,SEV4,2026-03-15 03:58:31.712623,2026-03-23 22:12:34.678732,True,False,platform
INC402066,ledger-svc,SEV3,2026-02-22 02:34:37.234119,2026-02-24 11:44:51.308794,True,True,core-banking
INC402067,auth-service,SEV3,2026-05-13 08:38:37.468506,2026-05-13 19:46:17.264768,False,True,platform
INC402068,notification-svc,SEV3,2025-11-15 07:31:26.969317,2025-11-16 02:19:54.418342,False,True,payments
INC402069,notification-svc,SEV1,2025-09-16 01:24:54.819205,2025-09-16 03:00:10.505291,False,True,core-banking
INC402070,payments-api,SEV2,2025-10-22 15:50:22.151011,2025-10-22 19:45:19.287012,False,True,core-banking
INC402071,notification-svc,SEV4,2026-07-07 18:59:38.750126,2026-07-10 02:21:59.730469,False,False,sre
INC402072,core-banking,SEV2,2025-08-30 04:35:12.015886,2025-08-30 18:09:02.263104,True,True,platform
INC402073,payments-api,SEV2,2025-11-16 22:06:57.842903,2025-11-17 11:44:23.879544,True,True,platform
INC402074,core-banking,SEV4,2025-08-28 02:34:21.847311,2025-09-05 07:34:21.639861,True,True,core-banking
INC402075,auth-service,SEV3,2026-05-30 17:43:07.109722,2026-05-31 07:31:30.382087,False,True,platform
INC402076,auth-service,SEV3,2026-05-17 21:10:46.564659,2026-05-19 10:34:47.437238,True,True,security
INC402077,auth-service,SEV3,2025-10-01 17:33:44.143360,2025-10-03 15:02:00.885440,True,True,sre
INC402078,auth-service,SEV4,2026-02-09 21:42:10.059841,2026-02-10 17:24:25.644048,False,True,payments
INC402079,core-banking,SEV1,2025-09-07 15:27:40.729132,2025-09-07 19:47:03.201204,True,True,sre
INC402080,notification-svc,SEV3,2026-02-20 20:52:50.534291,2026-02-21 05:02:59.219647,False,True,sre
INC402081,core-banking,SEV3,2025-08-20 09:26:19.015577,2025-08-21 21:08:47.047312,True,True,sre
INC402082,payments-api,SEV4,2026-05-07 13:10:39.113169,2026-05-07 20:36:59.901639,False,True,security
INC402083,kyc-service,SEV3,2026-06-14 22:11:05.910510,2026-06-15 15:25:57.175820,False,True,platform
INC402084,core-banking,SEV4,2026-05-21 06:58:18.158406,2026-05-28 03:24:11.666822,True,True,sre
INC402085,notification-svc,SEV2,2025-08-28 17:52:36.863724,2025-08-29 14:04:53.814635,True,False,sre
INC402086,auth-service,SEV4,2025-11-07 10:24:54.362825,2025-11-12 00:41:10.420905,True,True,platform
INC402087,core-banking,SEV3,2026-04-28 12:28:10.222434,2026-04-30 03:53:54.218246,True,False,payments
INC402088,kyc-service,SEV4,2026-03-06 07:19:45.668881,2026-03-07 14:59:41.132037,False,True,core-banking
INC402089,kyc-service,SEV2,2026-01-26 07:19:16.348812,2026-01-26 12:57:27.489727,False,False,payments
INC402090,kyc-service,SEV4,2026-04-20 15:33:03.797249,2026-04-22 04:42:08.511557,False,True,sre
INC402091,auth-service,SEV4,2025-12-12 09:40:40.610997,2025-12-13 15:51:18.411574,False,True,sre
INC402092,kyc-service,SEV2,2026-07-17 11:09:09.815388,2026-07-17 17:45:27.064382,False,False,platform
INC402093,payments-api,SEV4,2026-05-10 13:28:10.128017,2026-05-12 03:31:52.539004,False,True,sre
INC402094,kyc-service,SEV3,2026-04-01 15:03:19.416781,2026-04-02 23:03:23.877775,True,True,sre
INC402095,notification-svc,SEV3,2026-04-23 05:08:38.488934,2026-04-23 07:26:37.053670,False,False,payments
INC402096,ledger-svc,SEV4,2026-05-30 18:27:39.057519,2026-05-31 20:28:15.472677,False,False,payments
INC402097,core-banking,SEV3,2026-02-11 10:13:50.218709,2026-02-11 15:57:16.491530,False,True,payments
INC402098,auth-service,SEV3,2026-06-25 19:45:16.923591,2026-06-26 00:16:36.929981,False,True,sre
INC402099,notification-svc,SEV3,2026-06-26 03:06:24.677746,2026-06-26 20:55:52.011808,False,True,security
INC402100,notification-svc,SEV4,2026-06-25 22:19:05.441963,2026-07-01 02:50:41.914663,True,True,platform
INC402101,payments-api,SEV3,2026-04-09 11:15:16.049683,2026-04-09 19:35:27.297456,False,True,core-banking
INC402102,payments-api,SEV3,2026-04-08 07:54:36.646846,2026-04-10 21:11:00.898770,True,True,sre
INC402103,auth-service,SEV4,2026-04-01 06:38:15.399450,2026-04-01 12:39:48.552853,False,True,platform
INC402104,ledger-svc,SEV4,2026-05-08 17:28:09.840931,2026-05-09 10:15:09.808427,False,True,core-banking
INC402105,notification-svc,SEV3,2026-01-08 23:35:25.588296,2026-01-10 08:45:47.129548,True,True,platform
INC402106,ledger-svc,SEV3,2026-02-24 07:18:57.127468,2026-02-26 01:08:42.349748,True,True,sre
INC402107,notification-svc,SEV4,2026-04-18 09:04:29.898945,2026-04-23 21:28:10.347255,True,True,core-banking
INC402108,kyc-service,SEV3,2026-01-16 10:47:26.757070,2026-01-16 17:59:34.858129,False,True,payments
INC402109,ledger-svc,SEV4,2025-09-21 01:23:13.517188,2025-09-21 08:10:15.368376,False,False,core-banking
INC402110,kyc-service,SEV3,2026-01-09 01:30:58.594165,2026-01-10 13:05:15.627520,True,True,security
INC402111,notification-svc,SEV3,2026-03-03 14:58:59.931898,2026-03-04 04:57:16.248903,False,True,payments
INC402112,kyc-service,SEV3,2025-10-14 12:24:07.154353,2025-10-16 10:56:25.931421,True,True,platform
INC402113,payments-api,SEV3,2026-05-05 20:01:52.492838,2026-05-07 05:15:26.800671,True,True,platform
INC402114,ledger-svc,SEV3,2025-12-05 11:49:32.430854,2025-12-05 14:30:09.673662,False,True,sre
INC402115,kyc-service,SEV3,2026-06-12 05:22:04.406253,2026-06-13 01:15:29.211830,False,True,core-banking
INC402116,payments-api,SEV3,2025-11-23 04:31:19.531529,2025-11-24 00:44:09.110265,False,True,platform
INC402117,core-banking,SEV4,2026-06-05 05:02:28.578609,2026-06-05 16:11:46.765973,False,True,core-banking
INC402118,payments-api,SEV2,2026-01-30 23:01:21.079554,2026-01-31 21:43:47.489372,True,True,core-banking
INC402119,ledger-svc,SEV4,2026-01-08 16:36:29.133551,2026-01-10 14:52:18.840363,False,True,core-banking
INC402120,kyc-service,SEV3,2026-06-17 15:42:05.064717,2026-06-18 08:37:58.806181,False,False,platform
INC402121,payments-api,SEV3,2026-05-19 10:03:28.728966,2026-05-19 23:21:50.985110,False,True,security
INC402122,kyc-service,SEV4,2025-08-21 18:59:00.811088,2025-08-29 22:22:17.858503,True,True,platform
INC402123,kyc-service,SEV3,2026-07-13 06:27:25.840714,2026-07-15 16:25:44.227003,True,False,core-banking
INC402124,notification-svc,SEV3,2026-02-11 23:03:07.671273,2026-02-12 08:09:37.811097,False,True,platform
INC402125,payments-api,SEV3,2026-02-04 07:05:43.934368,2026-02-04 10:58:31.232166,False,False,core-banking
INC402126,core-banking,SEV3,2026-07-24 05:12:22.433961,2026-07-24 16:35:45.999783,False,True,payments
INC402127,kyc-service,SEV3,2026-04-26 16:21:00.007281,2026-04-27 00:19:25.311896,False,False,sre
INC402128,notification-svc,SEV4,2026-07-16 20:00:52.030969,2026-07-17 16:24:21.295295,False,True,payments
INC402129,notification-svc,SEV3,2026-02-06 03:32:59.051401,2026-02-06 04:59:15.239868,False,True,security
INC402130,core-banking,SEV2,2026-03-09 00:50:47.675320,2026-03-09 18:45:05.157019,True,True,sre
INC402131,kyc-service,SEV4,2025-10-31 15:02:32.853345,2025-11-01 03:47:55.506683,False,True,sre
INC402132,core-banking,SEV3,2026-07-10 14:37:29.702524,2026-07-10 19:09:38.109221,False,False,security
INC402133,kyc-service,SEV2,2025-09-15 00:53:53.798232,2025-09-15 20:06:30.877140,True,True,payments
INC402134,ledger-svc,SEV3,2026-01-11 22:19:53.561727,2026-01-12 15:30:58.843682,False,True,platform
INC402135,core-banking,SEV4,2026-06-20 03:11:28.277235,2026-06-22 05:10:48.295359,False,True,sre
INC402136,auth-service,SEV3,2025-10-28 02:45:06.072921,2025-10-28 13:58:49.876932,False,True,sre
INC402137,ledger-svc,SEV3,2025-11-22 12:19:44.305380,2025-11-22 21:50:20.937962,False,True,sre
INC402138,kyc-service,SEV4,2025-11-29 06:57:34.327354,2025-12-01 00:01:43.606345,False,False,security
INC402139,kyc-service,SEV4,2025-12-25 05:38:46.455429,2025-12-26 14:33:01.476197,False,False,payments
INC402140,payments-api,SEV4,2026-06-10 06:04:55.704630,2026-06-18 01:26:02.987454,True,True,core-banking
INC402141,kyc-service,SEV3,2025-09-15 15:48:14.040032,2025-09-16 08:43:54.722219,False,True,sre
INC402142,notification-svc,SEV3,2025-11-28 16:37:46.982262,2025-11-30 10:37:38.871401,True,False,payments
INC402143,core-banking,SEV3,2025-12-07 10:12:40.468916,2025-12-07 18:37:03.553376,False,True,payments
INC402144,core-banking,SEV2,2025-12-05 14:32:20.947206,2025-12-06 08:04:15.505282,True,False,payments
INC402145,ledger-svc,SEV3,2025-11-18 19:37:39.589837,2025-11-20 21:06:10.160569,True,True,core-banking
INC402146,auth-service,SEV4,2025-08-30 12:56:31.983869,2025-09-07 19:39:14.800064,True,True,security
INC402147,core-banking,SEV3,2025-12-05 09:49:23.076390,2025-12-05 12:14:06.553532,False,True,payments
INC402148,core-banking,SEV4,2025-09-10 09:07:56.492352,2025-09-10 10:19:12.050360,False,True,security
INC402149,auth-service,SEV3,2026-06-18 13:20:54.137856,2026-06-19 07:34:08.187624,False,True,payments
INC402150,notification-svc,SEV3,2026-04-10 08:33:53.616293,2026-04-10 09:17:51.496227,False,False,payments
INC402151,payments-api,SEV4,2026-07-21 11:22:43.011914,2026-07-25 12:14:31.835006,True,False,core-banking
INC402152,kyc-service,SEV3,2026-05-09 04:55:20.069620,2026-05-12 04:31:41.566661,True,True,security
INC402153,notification-svc,SEV4,2025-12-05 10:16:46.484570,2025-12-05 14:35:34.118586,False,True,sre
INC402154,kyc-service,SEV3,2026-04-05 23:59:37.883819,2026-04-06 20:38:47.536080,False,True,platform
INC402155,kyc-service,SEV3,2026-03-10 08:23:20.010271,2026-03-13 04:33:43.430382,True,False,sre
INC402156,payments-api,SEV2,2025-09-12 17:55:33.559178,2025-09-13 14:50:28.583445,True,False,sre
INC402157,notification-svc,SEV4,2026-05-15 09:25:46.435064,2026-05-17 01:28:31.292445,False,True,security
INC402158,auth-service,SEV4,2026-05-26 02:57:24.096738,2026-05-28 03:49:49.695114,False,True,payments
INC402159,core-banking,SEV3,2025-09-25 03:20:36.124255,2025-09-26 14:26:08.978689,True,False,platform
