log_id,service,level,message_code,timestamp
LOG605982,kyc-service,INFO,CACHE_HIT,2026-07-30 12:51:54.565269
LOG605983,ledger-svc,INFO,CACHE_HIT,2026-08-03 02:53:41.072933
LOG605984,core-banking,WARN,SLOW_QUERY,2026-07-05 14:00:57.891837
LOG605985,kyc-service,INFO,REQUEST_OK,2026-05-27 14:40:43.046836
LOG605986,kyc-service,ERROR,NPE,2026-03-13 00:42:57.842466
LOG605987,core-banking,WARN,RETRY_ATTEMPT,2026-05-31 23:11:45.646867
LOG605988,ledger-svc,WARN,RETRY_ATTEMPT,2026-03-09 08:16:08.276996
LOG605989,auth-service,ERROR,DB_CONN_FAILURE,2026-04-30 19:08:12.104477
LOG605990,payments-api,INFO,APP_START,2026-06-23 03:22:37.854108
LOG605991,auth-service,ERROR,UPSTREAM_TIMEOUT,2026-07-28 04:10:26.404684
LOG605992,core-banking,INFO,APP_START,2026-06-29 12:57:13.037372
LOG605993,ledger-svc,INFO,REQUEST_OK,2026-05-24 12:58:15.690549
LOG605994,kyc-service,INFO,CACHE_HIT,2026-03-08 03:51:01.760660
LOG605995,kyc-service,INFO,APP_START,2026-02-22 08:29:05.975249
LOG605996,notification-svc,INFO,REQUEST_OK,2026-08-10 23:40:07.425720
LOG605997,core-banking,INFO,REQUEST_OK,2026-02-26 15:14:00.617447
LOG605998,auth-service,INFO,APP_START,2026-03-31 20:26:50.007053
LOG605999,kyc-service,INFO,CACHE_HIT,2026-07-23 15:20:35.771034
LOG606000,kyc-service,INFO,APP_START,2026-06-19 16:47:06.795983
LOG606001,auth-service,INFO,CACHE_HIT,2026-02-23 04:28:23.901727
LOG606002,kyc-service,WARN,SLOW_QUERY,2026-03-27 00:43:15.067816
LOG606003,payments-api,INFO,REQUEST_OK,2026-04-13 16:59:41.779913
LOG606004,payments-api,INFO,CACHE_HIT,2026-07-04 01:07:12.160371
LOG606005,core-banking,WARN,SLOW_QUERY,2026-03-05 16:02:48.775561
LOG606006,core-banking,INFO,CACHE_HIT,2026-04-23 09:12:58.973213
LOG606007,ledger-svc,INFO,CACHE_HIT,2026-05-10 01:03:05.206224
LOG606008,ledger-svc,INFO,CACHE_HIT,2026-06-18 07:14:41.216621
LOG606009,kyc-service,WARN,CACHE_MISS,2026-03-23 01:33:58.657361
LOG606010,auth-service,INFO,REQUEST_OK,2026-05-31 12:19:11.156593
LOG606011,kyc-service,INFO,REQUEST_OK,2026-06-08 06:43:53.005436
LOG606012,auth-service,INFO,REQUEST_OK,2026-04-18 11:59:22.046282
LOG606013,core-banking,INFO,REQUEST_OK,2026-08-03 14:24:36.690264
LOG606014,payments-api,INFO,REQUEST_OK,2026-04-10 18:11:37.796851
LOG606015,auth-service,INFO,APP_START,2026-07-08 02:58:57.132128
LOG606016,ledger-svc,INFO,REQUEST_OK,2026-05-28 15:34:52.918279
LOG606017,ledger-svc,INFO,APP_START,2026-07-11 02:32:27.009112
LOG606018,core-banking,WARN,CACHE_MISS,2026-07-29 02:20:02.554108
LOG606019,core-banking,INFO,REQUEST_OK,2026-06-30 16:04:47.089947
LOG606020,payments-api,WARN,SLOW_QUERY,2026-05-14 16:46:38.472301
LOG606021,payments-api,INFO,REQUEST_OK,2026-07-10 00:00:22.186842
LOG606022,notification-svc,INFO,APP_START,2026-03-19 13:20:10.582696
LOG606023,kyc-service,INFO,REQUEST_OK,2026-07-26 01:08:53.849740
LOG606024,auth-service,ERROR,UPSTREAM_TIMEOUT,2026-06-28 12:10:28.359192
LOG606025,kyc-service,INFO,REQUEST_OK,2026-03-24 09:48:18.182808
LOG606026,notification-svc,WARN,RETRY_ATTEMPT,2026-08-16 05:39:37.272200
LOG606027,payments-api,INFO,APP_START,2026-03-05 18:45:03.461196
LOG606028,payments-api,INFO,REQUEST_OK,2026-06-10 18:40:43.089059
LOG606029,auth-service,INFO,APP_START,2026-07-29 21:25:45.908578
LOG606030,notification-svc,WARN,RETRY_ATTEMPT,2026-04-06 11:08:36.925923
LOG606031,kyc-service,INFO,APP_START,2026-05-09 13:09:13.984535
LOG606032,core-banking,ERROR,NPE,2026-06-05 21:20:10.416039
LOG606033,notification-svc,INFO,REQUEST_OK,2026-07-31 17:43:03.479904
LOG606034,auth-service,WARN,CACHE_MISS,2026-06-15 14:15:32.768001
LOG606035,ledger-svc,INFO,CACHE_HIT,2026-05-05 22:42:20.540647
LOG606036,payments-api,INFO,CACHE_HIT,2026-03-30 10:46:52.203573
LOG606037,notification-svc,INFO,APP_START,2026-04-10 14:30:16.513061
LOG606038,notification-svc,ERROR,DB_CONN_FAILURE,2026-08-11 20:15:32.686175
LOG606039,ledger-svc,WARN,RETRY_ATTEMPT,2026-06-10 12:55:09.624511
LOG606040,auth-service,INFO,REQUEST_OK,2026-05-31 21:21:10.832432
LOG606041,payments-api,INFO,REQUEST_OK,2026-05-26 16:48:39.021487
LOG606042,ledger-svc,INFO,REQUEST_OK,2026-05-22 03:17:03.186887
LOG606043,kyc-service,INFO,REQUEST_OK,2026-03-31 05:50:35.662429
LOG606044,notification-svc,INFO,APP_START,2026-04-09 10:07:44.834615
LOG606045,notification-svc,WARN,SLOW_QUERY,2026-06-18 03:41:10.196400
LOG606046,ledger-svc,INFO,REQUEST_OK,2026-08-08 13:27:50.998853
LOG606047,payments-api,INFO,APP_START,2026-04-22 20:41:57.815789
LOG606048,auth-service,INFO,CACHE_HIT,2026-07-22 13:43:12.834714
LOG606049,ledger-svc,INFO,APP_START,2026-04-16 09:57:39.411561
LOG606050,core-banking,INFO,APP_START,2026-04-30 11:37:07.683267
LOG606051,kyc-service,INFO,CACHE_HIT,2026-05-15 06:22:13.675661
LOG606052,notification-svc,INFO,CACHE_HIT,2026-02-24 00:59:47.790410
LOG606053,kyc-service,INFO,REQUEST_OK,2026-05-30 15:28:53.672119
LOG606054,core-banking,ERROR,NPE,2026-05-14 14:15:38.634022
LOG606055,core-banking,INFO,REQUEST_OK,2026-05-18 16:36:12.134659
LOG606056,payments-api,INFO,REQUEST_OK,2026-03-10 20:59:21.712487
LOG606057,ledger-svc,WARN,CACHE_MISS,2026-08-18 19:00:39.695874
LOG606058,kyc-service,INFO,APP_START,2026-03-22 18:58:39.003102
LOG606059,payments-api,INFO,REQUEST_OK,2026-04-09 07:22:50.951565
LOG606060,ledger-svc,INFO,CACHE_HIT,2026-04-21 16:53:54.031883
LOG606061,kyc-service,INFO,CACHE_HIT,2026-08-03 05:58:06.647240
LOG606062,core-banking,INFO,APP_START,2026-05-04 18:53:25.486912
LOG606063,payments-api,INFO,APP_START,2026-06-14 07:36:37.046997
LOG606064,payments-api,INFO,REQUEST_OK,2026-08-14 02:06:05.748032
LOG606065,auth-service,INFO,CACHE_HIT,2026-07-12 12:48:27.712329
LOG606066,core-banking,INFO,REQUEST_OK,2026-07-22 08:57:56.481055
LOG606067,ledger-svc,INFO,REQUEST_OK,2026-04-25 11:12:21.610318
LOG606068,payments-api,INFO,CACHE_HIT,2026-06-03 13:55:41.398898
LOG606069,core-banking,INFO,APP_START,2026-07-29 00:08:17.783838
LOG606070,core-banking,INFO,APP_START,2026-05-31 06:27:15.419690
LOG606071,core-banking,INFO,APP_START,2026-03-08 18:21:56.405813
LOG606072,payments-api,WARN,CACHE_MISS,2026-08-12 12:20:53.140711
LOG606073,kyc-service,INFO,REQUEST_OK,2026-07-21 21:11:22.940237
LOG606074,ledger-svc,INFO,CACHE_HIT,2026-05-09 15:16:48.349789
LOG606075,ledger-svc,INFO,CACHE_HIT,2026-08-11 05:38:02.567571
LOG606076,payments-api,INFO,REQUEST_OK,2026-08-12 19:40:27.359867
LOG606077,kyc-service,INFO,APP_START,2026-03-31 17:04:53.298405
LOG606078,core-banking,INFO,APP_START,2026-05-20 03:39:34.536806
LOG606079,notification-svc,INFO,CACHE_HIT,2026-07-29 19:48:19.886103
LOG606080,notification-svc,INFO,REQUEST_OK,2026-04-05 18:24:57.347515
LOG606081,payments-api,WARN,SLOW_QUERY,2026-08-17 06:57:22.658641
LOG606082,core-banking,INFO,CACHE_HIT,2026-05-07 07:28:01.095341
LOG606083,core-banking,INFO,REQUEST_OK,2026-07-23 21:06:38.251517
LOG606084,auth-service,INFO,APP_START,2026-06-26 19:40:47.006492
LOG606085,auth-service,INFO,REQUEST_OK,2026-06-13 06:01:34.763715
LOG606086,kyc-service,WARN,CACHE_MISS,2026-02-22 15:09:23.805522
LOG606087,auth-service,INFO,REQUEST_OK,2026-05-02 19:16:33.083963
LOG606088,notification-svc,INFO,REQUEST_OK,2026-06-07 12:13:55.928343
LOG606089,ledger-svc,INFO,APP_START,2026-07-14 19:47:06.552323
LOG606090,ledger-svc,INFO,APP_START,2026-05-01 19:37:40.424592
LOG606091,core-banking,INFO,REQUEST_OK,2026-07-24 23:04:35.866334
LOG606092,notification-svc,WARN,SLOW_QUERY,2026-05-11 21:14:05.074877
LOG606093,auth-service,INFO,REQUEST_OK,2026-03-05 08:07:56.414442
LOG606094,core-banking,INFO,REQUEST_OK,2026-03-12 03:46:00.807415
LOG606095,payments-api,INFO,CACHE_HIT,2026-05-10 07:22:12.624311
LOG606096,ledger-svc,WARN,SLOW_QUERY,2026-04-01 08:23:17.791164
LOG606097,auth-service,WARN,RETRY_ATTEMPT,2026-06-19 21:51:17.314917
LOG606098,core-banking,WARN,SLOW_QUERY,2026-07-31 04:46:25.769564
LOG606099,core-banking,WARN,SLOW_QUERY,2026-07-02 19:31:40.183820
LOG606100,notification-svc,WARN,SLOW_QUERY,2026-03-28 23:37:33.426673
LOG606101,core-banking,INFO,CACHE_HIT,2026-04-20 15:59:11.683321
LOG606102,ledger-svc,WARN,SLOW_QUERY,2026-03-08 09:05:02.612565
LOG606103,auth-service,INFO,APP_START,2026-05-04 02:12:49.213256
LOG606104,kyc-service,INFO,REQUEST_OK,2026-03-01 23:30:33.610179
LOG606105,notification-svc,INFO,REQUEST_OK,2026-07-19 06:20:18.162741
LOG606106,notification-svc,INFO,REQUEST_OK,2026-06-16 18:48:16.338953
LOG606107,payments-api,INFO,CACHE_HIT,2026-07-14 10:01:14.810828
LOG606108,notification-svc,INFO,APP_START,2026-07-17 00:51:21.453057
LOG606109,payments-api,INFO,CACHE_HIT,2026-07-28 20:18:10.836851
LOG606110,kyc-service,INFO,CACHE_HIT,2026-05-05 00:03:50.795479
LOG606111,kyc-service,INFO,APP_START,2026-02-27 03:42:30.158971
LOG606112,auth-service,WARN,SLOW_QUERY,2026-03-13 05:36:50.155656
LOG606113,ledger-svc,INFO,APP_START,2026-07-02 11:42:21.261862
LOG606114,core-banking,INFO,APP_START,2026-04-17 20:50:32.948865
LOG606115,auth-service,WARN,RETRY_ATTEMPT,2026-06-17 11:33:49.016644
LOG606116,core-banking,INFO,CACHE_HIT,2026-03-14 07:46:01.199395
LOG606117,auth-service,INFO,REQUEST_OK,2026-06-05 09:12:53.144525
LOG606118,kyc-service,INFO,CACHE_HIT,2026-05-22 07:58:00.818365
LOG606119,ledger-svc,INFO,REQUEST_OK,2026-02-21 10:14:53.410366
LOG606120,payments-api,WARN,SLOW_QUERY,2026-04-10 02:27:05.948433
LOG606121,notification-svc,WARN,RETRY_ATTEMPT,2026-05-31 02:07:58.015422
LOG606122,notification-svc,INFO,REQUEST_OK,2026-06-30 08:20:31.900262
LOG606123,auth-service,WARN,RETRY_ATTEMPT,2026-07-19 10:28:28.823593
LOG606124,notification-svc,WARN,CACHE_MISS,2026-04-08 20:53:38.473297
LOG606125,core-banking,INFO,REQUEST_OK,2026-04-29 12:07:27.189055
LOG606126,payments-api,INFO,APP_START,2026-05-17 01:42:26.603017
LOG606127,payments-api,INFO,APP_START,2026-05-11 10:51:06.195173
LOG606128,payments-api,INFO,CACHE_HIT,2026-07-11 11:50:39.168047
LOG606129,payments-api,ERROR,DB_CONN_FAILURE,2026-04-09 09:11:40.290225
LOG606130,payments-api,INFO,REQUEST_OK,2026-06-29 01:13:05.839988
LOG606131,ledger-svc,INFO,REQUEST_OK,2026-04-13 16:58:07.140160
LOG606132,core-banking,INFO,CACHE_HIT,2026-05-26 00:35:41.080401
LOG606133,payments-api,INFO,APP_START,2026-05-10 12:10:54.649478
LOG606134,auth-service,INFO,APP_START,2026-04-27 09:21:56.096437
LOG606135,kyc-service,INFO,REQUEST_OK,2026-03-01 11:39:17.986066
LOG606136,notification-svc,WARN,RETRY_ATTEMPT,2026-03-13 19:27:26.458756
LOG606137,payments-api,INFO,CACHE_HIT,2026-04-13 19:56:59.495994
LOG606138,core-banking,INFO,REQUEST_OK,2026-03-10 08:28:23.081816
LOG606139,kyc-service,WARN,CACHE_MISS,2026-04-13 17:36:26.741580
LOG606140,notification-svc,INFO,REQUEST_OK,2026-03-21 04:06:45.729811
LOG606141,notification-svc,INFO,CACHE_HIT,2026-07-07 22:59:21.990009
LOG606142,ledger-svc,INFO,CACHE_HIT,2026-07-05 05:57:50.602193
LOG606143,kyc-service,INFO,REQUEST_OK,2026-04-13 03:05:33.995549
LOG606144,core-banking,WARN,CACHE_MISS,2026-04-11 05:01:51.300548
LOG606145,ledger-svc,WARN,RETRY_ATTEMPT,2026-07-03 03:54:25.550499
LOG606146,kyc-service,WARN,RETRY_ATTEMPT,2026-08-03 08:15:42.704931
LOG606147,notification-svc,INFO,REQUEST_OK,2026-05-28 21:36:07.455929
LOG606148,core-banking,INFO,APP_START,2026-07-07 15:01:59.949686
LOG606149,kyc-service,INFO,APP_START,2026-03-19 22:15:09.502595
LOG606150,notification-svc,ERROR,UPSTREAM_TIMEOUT,2026-07-14 09:07:37.944242
LOG606151,payments-api,INFO,REQUEST_OK,2026-06-06 02:13:46.535349
LOG606152,kyc-service,INFO,APP_START,2026-03-08 12:26:19.976527
LOG606153,payments-api,WARN,CACHE_MISS,2026-07-22 19:27:46.694252
LOG606154,payments-api,INFO,CACHE_HIT,2026-06-26 20:36:55.052998
LOG606155,payments-api,INFO,APP_START,2026-03-24 12:43:26.079707
LOG606156,ledger-svc,INFO,REQUEST_OK,2026-06-30 03:17:00.364049
LOG606157,core-banking,ERROR,AUTH_FAILURE,2026-04-30 22:39:33.324951
LOG606158,auth-service,ERROR,UPSTREAM_TIMEOUT,2026-06-13 12:17:59.940299
LOG606159,core-banking,ERROR,TIMEOUT,2026-04-04 19:58:57.859455
LOG606160,kyc-service,INFO,REQUEST_OK,2026-04-08 01:25:52.936183
LOG606161,kyc-service,INFO,APP_START,2026-06-24 02:54:51.049910
LOG606162,core-banking,ERROR,AUTH_FAILURE,2026-05-12 10:11:42.532914
LOG606163,ledger-svc,INFO,CACHE_HIT,2026-06-02 21:54:59.515782
LOG606164,notification-svc,WARN,SLOW_QUERY,2026-07-04 02:14:33.782803
LOG606165,auth-service,INFO,REQUEST_OK,2026-03-11 05:52:12.067961
LOG606166,payments-api,INFO,APP_START,2026-07-28 08:31:08.727211
LOG606167,kyc-service,INFO,CACHE_HIT,2026-06-09 18:06:06.428102
LOG606168,kyc-service,INFO,REQUEST_OK,2026-06-12 21:57:15.492586
LOG606169,ledger-svc,ERROR,UPSTREAM_TIMEOUT,2026-07-09 12:07:00.891023
LOG606170,notification-svc,INFO,APP_START,2026-06-06 23:46:32.373956
LOG606171,notification-svc,ERROR,TIMEOUT,2026-07-08 16:30:30.574085
LOG606172,notification-svc,INFO,REQUEST_OK,2026-03-01 21:40:19.378767
LOG606173,ledger-svc,INFO,REQUEST_OK,2026-04-17 06:58:15.217840
LOG606174,auth-service,WARN,SLOW_QUERY,2026-05-07 20:13:58.289477
LOG606175,payments-api,ERROR,DB_CONN_FAILURE,2026-04-18 04:47:32.442105
LOG606176,ledger-svc,INFO,CACHE_HIT,2026-06-27 13:04:36.602308
LOG606177,auth-service,INFO,APP_START,2026-03-05 13:01:19.303331
LOG606178,payments-api,INFO,REQUEST_OK,2026-06-05 23:27:47.683408
LOG606179,notification-svc,INFO,APP_START,2026-06-02 07:51:02.874254
LOG606180,kyc-service,INFO,CACHE_HIT,2026-03-30 06:31:13.834877
LOG606181,ledger-svc,WARN,RETRY_ATTEMPT,2026-03-27 11:34:02.805020
LOG606182,ledger-svc,INFO,REQUEST_OK,2026-06-23 02:42:07.950596
LOG606183,notification-svc,INFO,REQUEST_OK,2026-04-07 11:36:43.354709
LOG606184,ledger-svc,WARN,SLOW_QUERY,2026-03-05 17:15:25.926604
LOG606185,auth-service,INFO,APP_START,2026-05-08 11:57:34.179802
LOG606186,notification-svc,INFO,REQUEST_OK,2026-05-15 09:31:31.063522
LOG606187,auth-service,INFO,REQUEST_OK,2026-07-27 06:06:11.210019
LOG606188,ledger-svc,INFO,REQUEST_OK,2026-08-18 10:51:06.255747
LOG606189,notification-svc,INFO,APP_START,2026-07-29 08:48:30.833414
LOG606190,ledger-svc,WARN,CACHE_MISS,2026-03-02 09:50:05.748937
LOG606191,payments-api,INFO,REQUEST_OK,2026-05-18 13:49:54.654627
LOG606192,core-banking,INFO,REQUEST_OK,2026-08-04 10:31:30.204000
LOG606193,ledger-svc,INFO,APP_START,2026-03-14 01:42:05.008947
LOG606194,kyc-service,WARN,CACHE_MISS,2026-02-24 09:32:19.011750
LOG606195,payments-api,INFO,CACHE_HIT,2026-07-12 15:53:52.456662
LOG606196,auth-service,WARN,SLOW_QUERY,2026-07-21 17:03:33.637409
LOG606197,core-banking,INFO,APP_START,2026-05-06 01:47:17.987968
LOG606198,core-banking,INFO,REQUEST_OK,2026-07-03 23:41:41.299873
LOG606199,ledger-svc,INFO,REQUEST_OK,2026-03-04 03:51:05.384128
LOG606200,ledger-svc,INFO,REQUEST_OK,2026-02-22 16:59:23.857764
LOG606201,auth-service,ERROR,DB_CONN_FAILURE,2026-06-06 12:42:59.609689
LOG606202,notification-svc,INFO,APP_START,2026-06-26 13:53:06.685231
LOG606203,auth-service,INFO,REQUEST_OK,2026-06-07 00:39:25.794882
LOG606204,payments-api,INFO,REQUEST_OK,2026-05-30 01:45:44.940140
LOG606205,auth-service,WARN,CACHE_MISS,2026-07-17 21:28:50.258950
LOG606206,ledger-svc,INFO,APP_START,2026-07-30 04:44:05.820848
LOG606207,notification-svc,INFO,REQUEST_OK,2026-02-27 19:33:13.749130
LOG606208,kyc-service,WARN,CACHE_MISS,2026-04-17 14:43:29.548107
LOG606209,auth-service,INFO,CACHE_HIT,2026-07-08 18:57:03.931421
LOG606210,auth-service,INFO,APP_START,2026-04-03 18:09:53.905347
LOG606211,ledger-svc,ERROR,UPSTREAM_TIMEOUT,2026-07-03 17:19:07.829543
LOG606212,notification-svc,INFO,REQUEST_OK,2026-04-22 22:32:28.643554
LOG606213,kyc-service,INFO,CACHE_HIT,2026-06-19 03:17:32.374847
LOG606214,notification-svc,INFO,REQUEST_OK,2026-04-21 20:50:31.794355
LOG606215,auth-service,INFO,APP_START,2026-04-11 05:07:07.136529
LOG606216,notification-svc,INFO,CACHE_HIT,2026-04-04 11:25:45.111956
LOG606217,payments-api,INFO,APP_START,2026-03-07 05:26:13.925005
LOG606218,auth-service,INFO,CACHE_HIT,2026-07-13 00:24:32.921354
LOG606219,payments-api,WARN,RETRY_ATTEMPT,2026-04-14 08:06:55.803298
LOG606220,kyc-service,INFO,APP_START,2026-02-22 03:13:40.057266
LOG606221,payments-api,INFO,REQUEST_OK,2026-04-17 20:27:14.995180
LOG606222,core-banking,INFO,CACHE_HIT,2026-02-26 17:31:25.544967
LOG606223,ledger-svc,INFO,REQUEST_OK,2026-07-16 17:59:53.304412
LOG606224,core-banking,INFO,APP_START,2026-04-20 10:14:21.203209
LOG606225,kyc-service,ERROR,DB_CONN_FAILURE,2026-03-24 21:39:39.787123
LOG606226,core-banking,INFO,CACHE_HIT,2026-04-14 23:35:12.607952
LOG606227,core-banking,INFO,REQUEST_OK,2026-03-31 15:39:38.314650
LOG606228,ledger-svc,INFO,REQUEST_OK,2026-04-12 17:45:33.434430
LOG606229,kyc-service,INFO,CACHE_HIT,2026-08-18 01:36:22.066754
LOG606230,auth-service,WARN,RETRY_ATTEMPT,2026-08-06 15:40:13.675285
LOG606231,ledger-svc,INFO,APP_START,2026-07-30 23:21:18.915791
LOG606232,notification-svc,INFO,APP_START,2026-02-23 15:55:27.893773
LOG606233,payments-api,INFO,APP_START,2026-03-29 12:13:01.453046
LOG606234,auth-service,INFO,CACHE_HIT,2026-07-02 00:34:16.519699
LOG606235,ledger-svc,WARN,CACHE_MISS,2026-04-23 19:02:47.227849
LOG606236,kyc-service,WARN,RETRY_ATTEMPT,2026-04-19 11:22:19.700478
LOG606237,payments-api,INFO,CACHE_HIT,2026-03-30 02:02:27.939206
LOG606238,core-banking,INFO,APP_START,2026-07-04 13:37:27.197737
LOG606239,kyc-service,WARN,CACHE_MISS,2026-04-17 02:20:41.367571
LOG606240,ledger-svc,ERROR,TIMEOUT,2026-06-12 04:04:51.163980
LOG606241,ledger-svc,WARN,RETRY_ATTEMPT,2026-08-19 18:48:32.699821
LOG606242,kyc-service,WARN,SLOW_QUERY,2026-06-24 17:55:48.339397
LOG606243,notification-svc,INFO,APP_START,2026-05-29 15:04:27.584248
LOG606244,auth-service,INFO,APP_START,2026-07-22 10:09:46.229701
LOG606245,kyc-service,INFO,APP_START,2026-06-03 10:20:08.628396
LOG606246,kyc-service,INFO,APP_START,2026-04-24 21:11:22.863999
LOG606247,kyc-service,INFO,APP_START,2026-03-23 16:10:35.228640
LOG606248,core-banking,WARN,CACHE_MISS,2026-08-07 08:43:00.328458
LOG606249,payments-api,INFO,APP_START,2026-03-19 00:35:09.018151
LOG606250,core-banking,INFO,REQUEST_OK,2026-08-05 19:19:09.132088
LOG606251,auth-service,INFO,APP_START,2026-06-06 23:29:21.483254
LOG606252,notification-svc,INFO,APP_START,2026-04-26 08:47:41.937296
LOG606253,ledger-svc,INFO,CACHE_HIT,2026-05-06 01:29:59.052306
LOG606254,core-banking,INFO,CACHE_HIT,2026-06-03 13:01:58.141262
LOG606255,payments-api,INFO,REQUEST_OK,2026-05-31 05:09:11.399412
LOG606256,payments-api,WARN,SLOW_QUERY,2026-05-26 01:55:47.950466
LOG606257,notification-svc,INFO,REQUEST_OK,2026-05-11 07:52:33.236094
LOG606258,payments-api,INFO,APP_START,2026-03-09 19:21:54.756169
LOG606259,kyc-service,INFO,APP_START,2026-08-16 02:29:32.741100
LOG606260,core-banking,INFO,APP_START,2026-06-05 23:08:28.928133
LOG606261,ledger-svc,INFO,CACHE_HIT,2026-05-12 13:20:55.855354
LOG606262,notification-svc,INFO,REQUEST_OK,2026-06-21 00:51:16.301069
LOG606263,notification-svc,INFO,REQUEST_OK,2026-04-09 22:49:28.226404
LOG606264,notification-svc,ERROR,UPSTREAM_TIMEOUT,2026-06-06 13:33:23.031545
LOG606265,ledger-svc,INFO,APP_START,2026-07-20 04:05:47.281136
LOG606266,notification-svc,INFO,CACHE_HIT,2026-04-15 01:44:16.852760
LOG606267,notification-svc,WARN,CACHE_MISS,2026-08-07 15:59:21.082915
LOG606268,kyc-service,INFO,CACHE_HIT,2026-05-04 07:59:29.839717
LOG606269,ledger-svc,INFO,APP_START,2026-08-05 08:59:11.810837
LOG606270,ledger-svc,INFO,APP_START,2026-06-08 02:20:20.110423
LOG606271,notification-svc,INFO,REQUEST_OK,2026-06-26 13:41:46.240792
LOG606272,kyc-service,WARN,SLOW_QUERY,2026-04-23 21:17:23.422336
LOG606273,kyc-service,INFO,CACHE_HIT,2026-07-04 22:21:24.472025
LOG606274,notification-svc,INFO,APP_START,2026-08-06 21:49:18.984093
LOG606275,payments-api,INFO,REQUEST_OK,2026-06-01 17:58:33.843771
LOG606276,notification-svc,INFO,APP_START,2026-08-16 17:58:04.607252
LOG606277,auth-service,INFO,APP_START,2026-04-27 08:00:19.638257
LOG606278,notification-svc,ERROR,DB_CONN_FAILURE,2026-05-22 19:27:09.224796
LOG606279,notification-svc,INFO,CACHE_HIT,2026-03-07 08:26:58.413719
LOG606280,payments-api,INFO,REQUEST_OK,2026-04-30 15:53:44.499494
LOG606281,notification-svc,INFO,APP_START,2026-07-11 23:34:55.295123
LOG606282,notification-svc,WARN,RETRY_ATTEMPT,2026-06-08 06:48:27.795385
LOG606283,payments-api,INFO,CACHE_HIT,2026-05-22 23:06:26.517388
LOG606284,core-banking,WARN,CACHE_MISS,2026-06-06 05:16:03.275875
LOG606285,auth-service,INFO,APP_START,2026-03-21 18:21:31.026146
LOG606286,notification-svc,INFO,REQUEST_OK,2026-04-03 03:58:52.138258
LOG606287,ledger-svc,INFO,APP_START,2026-05-22 18:31:20.549350
LOG606288,ledger-svc,INFO,APP_START,2026-07-20 02:48:27.666218
LOG606289,auth-service,WARN,CACHE_MISS,2026-03-07 05:40:22.974750
LOG606290,core-banking,INFO,CACHE_HIT,2026-03-19 19:18:24.556209
LOG606291,core-banking,INFO,APP_START,2026-04-13 17:41:54.297084
LOG606292,auth-service,INFO,REQUEST_OK,2026-08-05 08:10:31.371008
LOG606293,ledger-svc,INFO,APP_START,2026-03-27 06:02:50.125482
LOG606294,auth-service,INFO,APP_START,2026-06-27 23:12:13.353452
LOG606295,kyc-service,ERROR,NPE,2026-06-17 08:25:57.846708
LOG606296,auth-service,INFO,APP_START,2026-07-27 01:33:20.133221
LOG606297,ledger-svc,INFO,CACHE_HIT,2026-03-19 01:49:33.445148
LOG606298,notification-svc,INFO,APP_START,2026-05-01 16:33:55.586857
LOG606299,auth-service,WARN,CACHE_MISS,2026-04-07 06:56:52.450500
LOG606300,payments-api,INFO,APP_START,2026-06-11 10:09:59.918367
LOG606301,payments-api,INFO,APP_START,2026-05-28 07:46:05.754629
LOG606302,auth-service,INFO,REQUEST_OK,2026-07-05 15:53:58.708780
LOG606303,ledger-svc,INFO,REQUEST_OK,2026-06-03 06:32:37.481379
LOG606304,core-banking,WARN,RETRY_ATTEMPT,2026-06-19 15:53:58.088666
LOG606305,core-banking,ERROR,DB_CONN_FAILURE,2026-07-09 00:44:50.205158
LOG606306,payments-api,INFO,REQUEST_OK,2026-02-24 18:28:08.803512
LOG606307,payments-api,WARN,RETRY_ATTEMPT,2026-05-27 11:29:54.045043
LOG606308,auth-service,INFO,APP_START,2026-06-19 20:14:33.191655
LOG606309,auth-service,INFO,APP_START,2026-03-30 19:12:21.510888
LOG606310,notification-svc,INFO,REQUEST_OK,2026-07-24 02:30:49.282613
LOG606311,ledger-svc,INFO,APP_START,2026-05-27 15:25:25.483934
LOG606312,notification-svc,INFO,REQUEST_OK,2026-06-12 15:36:03.214160
LOG606313,kyc-service,WARN,SLOW_QUERY,2026-03-24 12:14:06.681394
LOG606314,core-banking,INFO,REQUEST_OK,2026-08-19 10:15:09.660501
LOG606315,notification-svc,WARN,RETRY_ATTEMPT,2026-07-12 03:54:10.483254
LOG606316,notification-svc,INFO,APP_START,2026-04-04 02:02:21.156089
LOG606317,notification-svc,INFO,APP_START,2026-03-26 03:42:56.090148
LOG606318,notification-svc,INFO,CACHE_HIT,2026-04-23 10:14:00.814389
LOG606319,core-banking,INFO,APP_START,2026-05-26 03:38:22.913879
LOG606320,ledger-svc,INFO,APP_START,2026-07-04 17:52:27.214407
LOG606321,notification-svc,INFO,APP_START,2026-08-09 21:22:58.027980
LOG606322,payments-api,INFO,CACHE_HIT,2026-03-08 16:04:40.796440
LOG606323,kyc-service,INFO,APP_START,2026-07-09 02:34:02.797114
LOG606324,auth-service,INFO,CACHE_HIT,2026-03-01 19:39:54.265758
LOG606325,auth-service,INFO,REQUEST_OK,2026-07-07 23:12:23.038765
LOG606326,payments-api,INFO,REQUEST_OK,2026-07-04 20:32:32.645796
LOG606327,notification-svc,INFO,CACHE_HIT,2026-04-28 21:00:31.232033
LOG606328,notification-svc,INFO,REQUEST_OK,2026-06-02 15:55:30.717903
LOG606329,ledger-svc,WARN,CACHE_MISS,2026-07-08 22:00:32.089222
