transaction_id,account_id,customer_id,amount,currency,timestamp,beneficiary_id,channel
TXN306861,ACC212483,CUST100666,3545.85,INR,2026-08-12 13:22:33.565866,BENE13297,atm
TXN306862,ACC206680,CUST100476,4027.47,INR,2026-06-23 15:26:12.759128,BENE19331,web
TXN306863,ACC205293,CUST109496,1706.51,INR,2026-02-12 19:25:26.282872,BENE23808,branch
TXN306864,ACC206127,CUST105144,3096.65,USD,2025-10-03 09:27:52.989923,BENE21440,web
TXN306865,ACC205328,CUST107779,6219.18,INR,2025-11-12 21:17:37.281669,BENE30419,mobile
TXN306866,ACC203255,CUST101085,6247.23,EUR,2026-02-27 05:15:58.112242,BENE32710,web
TXN306867,ACC212826,CUST106496,11775.55,INR,2026-01-25 00:51:47.424124,BENE30650,atm
TXN306868,ACC212319,CUST100103,43306.86,INR,2026-03-14 16:20:35.701751,BENE14798,mobile
TXN306869,ACC213376,CUST108164,5813.48,INR,2025-12-22 15:43:09.941036,BENE9395,web
TXN306870,ACC209694,CUST105746,4081.42,INR,2025-10-30 14:00:02.388995,BENE48639,mobile
TXN306871,ACC210628,CUST108199,4157.1,INR,2026-02-08 04:17:44.168767,BENE29024,mobile
TXN306872,ACC205990,CUST106072,1098.67,INR,2025-11-03 02:42:08.221132,BENE578,branch
TXN306873,ACC207902,CUST100615,10000.65,INR,2025-08-30 01:36:33.672599,BENE418,web
TXN306874,ACC201096,CUST100760,2753.8,INR,2026-03-26 05:33:51.360689,BENE47139,api
TXN306875,ACC207014,CUST106959,26249.66,INR,2025-12-24 23:58:05.796705,BENE39539,web
TXN306876,ACC214196,CUST105160,2197.25,INR,2026-03-30 03:21:01.908562,BENE40669,atm
TXN306877,ACC200723,CUST101317,5957.71,INR,2025-10-07 19:49:26.566907,BENE2557,web
TXN306878,ACC212437,CUST105583,17528.02,INR,2026-06-30 23:27:12.499851,BENE37736,mobile
TXN306879,ACC214916,CUST109339,5825.98,XXX,2026-06-20 02:12:25.930948,BENE29645,branch
TXN306880,ACC209777,CUST107191,7863.19,INR,2026-06-11 05:12:39.322287,BENE45206,web
TXN306881,ACC201299,CUST100388,11118.02,EUR,2025-11-16 23:10:42.460463,BENE10774,mobile
TXN306882,ACC206345,CUST104643,2451.84,USD,2026-05-30 12:49:51.157356,BENE35239,branch
TXN306883,ACC205011,CUST104416,43088.8,INR,2025-12-19 10:16:35.638627,BENE27663,web
TXN306884,ACC205649,CUST109317,729.64,INR,2026-02-01 20:37:34.920645,BENE32566,mobile
TXN306885,ACC200285,CUST105241,4261.1,INR,2025-12-13 10:10:35.109667,BENE23497,web
TXN306886,ACC208905,CUST109802,4227.83,INR,2026-05-28 02:21:12.884568,BENE34630,mobile
TXN306887,ACC205755,CUST107173,15334.76,INR,2026-04-05 01:07:44.137756,BENE2720,branch
TXN306888,ACC212210,CUST100635,3704.56,GBP,2026-05-19 12:28:56.481079,BENE12620,mobile
TXN306889,ACC209835,CUST107033,1113.4,INR,2026-06-04 09:30:08.923778,BENE13348,mobile
TXN306890,ACC200757,CUST101845,5176.83,INR,2026-05-26 22:34:04.151232,BENE38963,mobile
TXN306891,ACC200098,CUST109290,8052.92,INR,2026-04-15 23:38:37.067471,BENE43528,web
TXN306892,ACC208901,CUST100601,2301.16,INR,2026-03-18 00:32:59.253684,BENE949,branch
TXN306893,ACC203098,CUST107167,1906.32,INR,2026-02-18 03:44:26.762306,BENE18125,branch
TXN306894,ACC206197,CUST106821,4416.86,USD,2025-09-21 08:06:09.096947,BENE9857,mobile
TXN306895,ACC202702,CUST108283,1225.22,INR,2025-09-02 06:37:44.670992,BENE9052,web
TXN306896,ACC213354,CUST102820,7546.3,INR,2026-07-23 15:18:02.641791,BENE28669,mobile
TXN306897,ACC209307,CUST104136,3651.26,INR,2026-04-28 20:08:51.450395,BENE46260,mobile
TXN306898,ACC202137,CUST102592,2768.29,USD,2026-05-29 02:19:03.576120,BENE39960,api
TXN306899,ACC202020,CUST105719,16767.66,USD,2026-08-09 17:06:27.983090,BENE32828,mobile
TXN306900,ACC210153,CUST104646,11528.29,INR,2026-06-24 13:18:28.573408,BENE25796,web
TXN306901,ACC206587,CUST104360,1383.03,INR,2026-05-17 20:47:33.552666,BENE4997,api
TXN306902,ACC208255,CUST106334,3574.14,INR,2025-12-20 17:46:46.652930,BENE6597,atm
TXN306903,ACC200007,CUST108804,3809.24,INR,2025-09-03 06:34:20.774863,BENE49628,branch
TXN306904,ACC200748,CUST100540,14338.4,INR,2026-02-16 22:27:08.778449,BENE17762,mobile
TXN306905,ACC204333,CUST101161,5012.63,INR,2026-04-29 10:12:11.856611,BENE40480,api
TXN306906,ACC212141,CUST108269,5771.74,INR,2026-01-29 01:50:00.524980,BENE19044,mobile
TXN306907,ACC203295,CUST105590,4695.42,INR,2026-07-17 01:58:03.965334,BENE38553,web
TXN306908,ACC212749,CUST103121,9118.73,INR,2026-04-04 23:00:43.086595,BENE6084,mobile
TXN306909,ACC214314,CUST109498,836.22,INR,2026-03-15 21:16:18.037638,BENE14380,api
TXN306910,ACC204902,CUST104142,18795.27,INR,2026-04-04 05:10:41.090011,BENE9816,branch
TXN306911,ACC212086,CUST105547,6021.23,INR,2025-12-20 00:18:51.576517,BENE44650,web
TXN306912,ACC209729,CUST108976,1250.09,INR,2026-01-09 05:04:32.277323,BENE6101,mobile
TXN306913,ACC214750,CUST104112,1018.48,INR,2026-05-11 08:03:35.568940,BENE47000,branch
TXN306914,ACC210992,CUST108412,5449.19,INR,2026-03-23 19:15:58.116531,BENE26609,web
TXN306915,ACC200692,CUST103314,3762.21,INR,2025-10-31 09:46:42.005367,BENE39191,web
TXN306916,ACC214169,CUST103039,3585.88,INR,2025-10-18 20:30:39.333987,BENE699,web
TXN306917,ACC212570,CUST103699,5680.16,INR,2025-11-17 06:48:14.381026,BENE26896,web
TXN306918,ACC200251,CUST109883,11541.61,INR,2026-04-04 07:53:40.203812,BENE47980,mobile
TXN306919,ACC209673,CUST102690,2213.09,INR,2026-01-08 00:22:35.600591,BENE20511,mobile
TXN306920,ACC212140,CUST102164,500.23,INR,2025-10-01 13:08:32.815276,BENE43774,mobile
TXN306921,ACC207720,CUST104612,5156.19,INR,2026-08-10 13:15:57.394707,BENE23972,web
TXN306922,ACC210733,CUST101756,5099.42,INR,2025-11-09 18:34:28.831392,BENE37980,mobile
TXN306923,ACC207956,CUST109472,5766.59,INR,2026-01-23 10:38:31.947729,BENE10879,mobile
TXN306924,ACC205999,CUST100401,2559.02,INR,2026-04-11 09:23:34.233652,BENE32193,mobile
TXN306925,ACC211139,CUST100210,5360.53,INR,2026-02-27 07:23:06.297875,BENE28176,web
TXN306926,ACC212754,CUST101714,21017.74,INR,2025-12-19 07:51:28.188078,BENE18592,mobile
TXN306927,ACC209113,CUST105468,2836.1,INR,2026-01-21 14:47:24.615394,BENE4094,mobile
TXN306928,ACC202895,CUST101192,2790.75,INR,2025-11-26 10:20:34.963421,BENE41673,mobile
TXN306929,ACC204198,CUST103113,5541.33,INR,2025-10-03 12:20:04.962517,BENE29154,mobile
TXN306930,ACC209096,CUST109051,15305.91,USD,2026-08-14 06:54:06.668639,BENE13322,mobile
TXN306931,ACC209036,CUST104435,1994.71,INR,2026-02-10 01:34:58.270703,BENE21948,mobile
TXN306932,ACC204960,CUST102207,6293.81,INR,2026-07-22 00:33:12.311001,BENE27054,api
TXN306933,ACC213644,CUST104112,1407.13,INR,2025-11-03 23:28:42.249453,BENE12311,mobile
TXN306934,ACC202294,CUST105584,18152.85,EUR,2025-12-01 07:38:25.572325,BENE4410,mobile
TXN306935,ACC209528,CUST109577,1416.09,INR,2025-09-23 08:02:47.333707,,web
TXN306936,ACC204694,CUST999014,1757.52,INR,2026-09-11 00:00:00.000000,BENE20870,api
TXN306937,ACC203592,CUST106063,2244.6,INR,2026-09-15 00:00:00.000000,BENE48295,api
TXN306938,ACC204258,CUST103398,4174.18,USD,2025-09-25 11:51:22.761365,BENE38514,mobile
TXN306939,ACC210489,CUST109548,944.52,INR,2026-06-08 04:41:39.636378,BENE47730,branch
TXN306940,ACC209488,CUST108234,19305.65,INR,2025-10-26 19:13:21.127436,BENE9500,mobile
TXN306941,ACC200480,CUST999563,4338.81,EUR,2026-03-29 19:37:13.550246,BENE6982,api
TXN306942,ACC200000,CUST108318,3059.76,INR,2026-04-22 18:50:53.134715,BENE29123,web
TXN306943,ACC202456,CUST109005,5560.29,INR,2025-09-15 04:12:14.806742,BENE25575,mobile
TXN306944,ACC200045,CUST100833,9753.96,INR,2025-12-18 16:38:40.456602,BENE26053,mobile
TXN306945,ACC206667,CUST107073,2146.14,INR,2026-04-27 15:11:41.661370,BENE35337,mobile
TXN306946,ACC209848,CUST109694,19112.71,INR,2025-12-15 08:09:27.803353,BENE6842,web
TXN306947,ACC212212,CUST108540,4365.4,INR,2026-08-11 08:24:45.862305,BENE24572,web
TXN306948,ACC209961,CUST105943,1695.08,INR,2025-10-20 13:33:34.915488,BENE3007,web
TXN306949,ACC210015,CUST104173,871.56,INR,2026-02-12 23:11:49.141876,BENE46307,web
TXN306950,ACC207517,CUST103523,2487.29,EUR,2026-04-08 03:22:53.302351,BENE49122,mobile
TXN306951,ACC207295,CUST103953,797.54,INR,2026-01-27 00:52:11.718394,BENE44799,branch
TXN306952,ACC214095,CUST108622,1021.12,INR,2026-02-08 08:12:53.077658,BENE10394,mobile
TXN306953,ACC201728,CUST100524,1698.69,INR,2026-02-08 00:37:53.309929,BENE7967,mobile
TXN306954,ACC214226,CUST102342,23568.96,INR,2026-04-13 04:02:18.429565,BENE41664,web
TXN306955,ACC211043,CUST100468,20591.47,INR,2026-01-06 19:15:11.837474,BENE28231,mobile
TXN306956,ACC202003,CUST101823,5353.11,INR,2026-07-11 09:54:56.331117,BENE41160,api
TXN306957,ACC204585,CUST108309,2366.45,INR,2026-06-26 12:29:35.375823,BENE21021,web
TXN306958,ACC201532,CUST100985,12012.85,USD,2026-03-27 22:08:34.314985,BENE23269,atm
TXN306959,ACC200130,CUST108484,6830.39,INR,2026-01-29 11:56:12.977233,BENE6021,mobile
TXN306960,ACC210638,CUST100676,7119.18,INR,2026-05-02 20:36:56.137977,BENE30636,web
TXN306961,ACC205417,CUST106897,6411.79,INR,2026-01-31 22:20:54.653408,BENE35183,web
TXN306962,ACC211440,CUST102813,14820.53,EUR,2026-04-08 21:00:03.169589,BENE33510,branch
TXN306963,ACC200371,CUST103431,2746.82,INR,2025-12-29 02:20:14.172936,BENE45115,mobile
TXN306964,ACC202313,CUST104925,5701.3,INR,2026-05-13 14:43:33.619386,BENE46957,api
TXN306965,ACC205909,CUST106700,8073.97,INR,2025-09-10 16:34:52.354854,BENE38291,api
TXN306966,ACC204859,CUST108379,1764.16,INR,2025-09-01 13:59:47.841757,BENE32137,mobile
TXN306967,ACC209688,CUST106446,24534.63,INR,2026-05-06 15:23:21.681842,BENE43581,mobile
TXN306968,ACC213968,CUST104291,2068.33,INR,2026-04-23 22:20:41.371575,BENE35772,mobile
TXN306969,ACC207951,CUST101593,3843.26,USD,2025-10-08 16:14:28.604562,BENE34862,mobile
TXN306970,ACC213614,CUST102053,5651.83,INR,2026-03-23 12:38:21.959733,BENE46998,mobile
TXN306971,ACC213159,CUST107753,4202.33,INR,2026-04-24 01:24:12.367384,BENE10589,branch
TXN306972,ACC213024,CUST102940,1436.57,INR,2025-12-31 04:10:10.101437,BENE46497,mobile
TXN306973,ACC202962,CUST100984,7442.48,INR,2026-07-17 06:53:33.359681,BENE8205,web
TXN306974,ACC206128,CUST101113,1322.85,INR,2025-11-20 12:54:38.401281,BENE12809,web
TXN306975,ACC201111,CUST107301,9753.72,USD,2026-03-03 21:32:06.940203,BENE2765,atm
TXN306976,ACC205960,CUST100208,35273.95,INR,2025-10-08 22:31:04.023370,BENE14769,api
TXN306977,ACC201398,CUST100666,9288.65,INR,2026-05-13 18:38:56.882131,BENE23570,api
TXN306978,ACC208394,CUST108535,3118.8,INR,2025-10-02 16:06:46.093951,BENE41909,branch
TXN306979,ACC206380,CUST107185,25495.94,INR,2025-08-24 22:21:52.983690,BENE49410,branch
TXN306980,ACC203642,CUST109289,1339.39,INR,2025-12-19 06:26:09.489648,BENE35797,branch
TXN306981,ACC214558,CUST106549,2683.73,INR,2026-03-08 10:04:46.075901,BENE18255,branch
TXN306982,ACC200060,CUST106321,13611.93,USD,2026-05-14 20:31:20.408429,BENE4446,mobile
TXN306983,ACC213808,CUST107624,6461.09,INR,2026-03-29 16:59:52.601807,BENE7054,mobile
TXN306984,ACC211957,CUST106514,9712.23,INR,2026-01-15 02:44:52.097380,BENE44809,mobile
TXN306985,ACC203547,CUST107163,2032.17,INR,2025-08-20 12:17:00.282693,BENE34937,mobile
TXN306986,ACC207566,CUST102551,1177.09,INR,2025-10-18 15:28:23.806715,BENE34924,api
TXN306987,ACC209122,CUST105339,-3812.19,INR,2025-11-06 17:01:41.415597,BENE12086,branch
TXN306988,ACC211898,CUST109870,3139.49,INR,2026-05-21 20:42:37.452187,BENE19120,atm
TXN306989,ACC200223,CUST102005,5862.33,GBP,2026-07-24 01:26:27.796075,BENE48617,mobile
TXN306990,ACC201508,CUST105771,13261.58,INR,2025-11-07 14:23:22.488129,BENE26220,web
TXN306991,ACC210380,CUST108815,2398.84,INR,2025-10-08 04:07:15.827651,BENE2145,mobile
TXN306992,ACC201148,CUST103376,3630.53,INR,2025-11-07 21:03:27.943197,BENE34838,mobile
TXN306993,ACC212395,CUST107406,7443.66,USD,2026-03-09 16:52:22.606290,BENE43097,web
TXN306994,ACC212098,CUST109622,506.43,INR,2026-03-16 01:37:24.406011,BENE21772,mobile
TXN306995,ACC203086,CUST102107,11243.91,INR,2026-05-22 06:56:15.461931,BENE38659,branch
TXN306996,ACC208183,CUST108112,620.43,INR,2025-10-16 06:13:31.812333,BENE25337,mobile
TXN306997,ACC210016,CUST108544,1585.22,INR,2025-09-12 23:53:19.631707,BENE45816,web
TXN306998,ACC214665,CUST108036,29369.4,INR,2025-12-02 20:56:15.246077,BENE37351,web
TXN306999,ACC206572,CUST103542,8105.19,INR,2025-09-14 13:04:58.608731,BENE6415,web
TXN307000,ACC210681,CUST106856,11660.83,INR,2026-07-26 03:48:24.157183,BENE12011,mobile
TXN307001,ACC201930,CUST104407,1835.04,INR,2026-05-21 18:38:14.522686,BENE37354,branch
TXN307002,ACC205201,CUST102077,2649.84,INR,2026-07-18 18:59:34.105273,BENE12584,atm
TXN307003,ACC201893,CUST101282,3294.0,INR,2026-03-26 23:26:25.414291,BENE43734,mobile
TXN307004,ACC212210,CUST100635,7674.92,INR,2026-02-01 23:45:09.091203,BENE10316,web
TXN307005,ACC200961,CUST107780,10623.53,INR,2026-03-12 14:40:16.421191,BENE4290,mobile
TXN307006,ACC200685,CUST104848,9208.15,INR,2026-01-10 06:51:00.226695,BENE10608,web
TXN307007,ACC200885,CUST106450,5692.86,INR,2026-01-14 19:38:40.457144,BENE1178,web
TXN307008,ACC201803,CUST105828,5254.27,INR,2026-07-09 20:00:13.027427,BENE10451,mobile
TXN307009,ACC200670,CUST107918,4413.8,INR,2025-09-07 19:25:08.629339,BENE49061,branch
TXN307010,ACC201210,CUST102064,3080.69,INR,2026-03-02 07:54:28.663487,BENE14706,atm
TXN307011,ACC203431,CUST103942,957.15,INR,2025-11-22 11:52:57.760726,BENE3850,branch
TXN307012,ACC207721,CUST104857,2868.51,INR,2025-10-02 14:48:43.582507,BENE11673,mobile
TXN307013,ACC207941,CUST107790,30701.89,INR,2026-03-26 16:43:15.448296,BENE13894,atm
TXN307014,ACC213716,CUST100545,3557.91,INR,2026-01-31 23:01:42.182158,BENE45045,branch
TXN307015,ACC207352,CUST105535,3395.12,INR,2025-11-26 00:13:58.772716,BENE15597,web
TXN307016,ACC214008,CUST107751,3668.71,INR,2025-11-28 06:27:43.655733,BENE1046,api
TXN307017,ACC212103,CUST100374,2851.61,INR,2025-08-20 15:48:48.427718,BENE43064,mobile
TXN307018,ACC213981,CUST108679,3589.92,INR,2026-02-15 04:24:31.744662,BENE910,mobile
TXN307019,ACC211151,CUST101631,1898.29,USD,2026-07-11 06:32:45.502189,BENE1621,web
TXN307020,ACC210978,CUST105632,5637.1,INR,2025-12-01 15:56:23.991779,BENE39921,api
TXN307021,ACC214687,CUST107331,10148.91,INR,2026-06-22 04:51:56.627390,BENE18618,branch
TXN307022,ACC213195,CUST107434,1727.66,INR,2026-08-14 15:00:43.604544,BENE2085,branch
TXN307023,ACC214397,CUST101345,11441.67,INR,2026-04-13 11:10:34.257945,BENE32209,web
TXN307024,ACC201887,CUST109153,7225.29,INR,2026-03-27 05:59:40.078802,BENE19070,mobile
TXN307025,ACC212416,CUST108812,1238.58,INR,2025-09-28 07:29:49.842401,BENE8635,mobile
TXN307026,ACC212533,CUST102920,13098.41,INR,2026-02-01 01:30:00.674105,BENE23939,mobile
TXN307027,ACC207886,CUST100927,6771.11,INR,2026-05-22 01:21:58.739578,BENE853,mobile
TXN307028,ACC203951,CUST108572,1635.31,INR,2025-09-21 12:18:38.803209,BENE13279,mobile
TXN307029,ACC206646,CUST101767,3622.15,INR,2026-03-16 09:41:56.738031,BENE33058,atm
TXN307030,ACC200736,CUST107233,-14299.85,INR,2025-10-25 03:35:11.604341,BENE43903,web
TXN307031,ACC210303,CUST102476,5609.43,INR,2026-04-30 17:12:44.041258,BENE28740,mobile
TXN307032,ACC206352,CUST107651,2793.55,INR,2025-10-11 23:28:14.563931,BENE9654,mobile
TXN307033,ACC205836,CUST100653,6198.58,INR,2026-02-12 23:26:47.905351,BENE21528,mobile
TXN307034,ACC200122,CUST104590,2492.87,INR,2026-07-01 11:33:25.452588,BENE3185,mobile
TXN307035,ACC204048,CUST102942,3643.19,INR,2025-12-26 01:46:08.943290,BENE35378,mobile
TXN307036,ACC202116,CUST106200,4655.07,USD,2026-01-04 07:39:23.821743,BENE6774,mobile
TXN307037,ACC212700,CUST108319,28603.28,INR,2026-01-08 15:43:08.335680,BENE14173,web
TXN307038,ACC208112,CUST105426,2123.36,INR,2026-08-14 07:19:08.358496,BENE19446,mobile
TXN307039,ACC214188,CUST103831,17950.99,INR,2026-05-08 09:43:05.804629,BENE48422,mobile
TXN307040,ACC205906,CUST104843,250.99,INR,2026-05-28 22:12:36.861025,BENE25614,web
TXN307041,ACC211397,CUST104026,4112.96,INR,2026-05-11 13:23:58.841074,BENE43422,mobile
TXN307042,ACC203718,CUST102284,6890.04,INR,2025-10-19 14:50:45.043462,BENE43290,mobile
TXN307043,ACC210179,CUST109528,12146.9,INR,2025-11-14 19:38:00.010142,BENE39836,branch
TXN307044,ACC204206,CUST103225,8457.28,EUR,2026-05-14 06:00:26.282690,BENE4273,mobile
TXN307045,ACC202251,CUST999796,239.03,INR,2026-03-05 13:52:40.322636,BENE14901,branch
TXN307046,ACC213108,CUST100879,19040.86,INR,2026-02-25 07:59:45.788750,BENE1408,web
TXN307047,ACC206878,CUST109836,1626.66,INR,2025-10-29 13:59:20.545587,BENE35796,mobile
TXN307048,ACC204020,CUST104200,1882.63,INR,2025-11-21 22:50:51.307053,BENE13024,api
TXN307049,ACC201731,CUST109627,870.64,INR,2025-10-19 14:07:46.533548,BENE47665,web
TXN307050,ACC205945,CUST106448,8928.27,USD,2026-05-11 11:05:44.364987,BENE43790,mobile
TXN307051,ACC214347,CUST103129,7998.23,INR,2026-01-14 12:29:38.610028,BENE14737,api
TXN307052,ACC203209,CUST109917,3183.03,INR,2026-07-04 13:28:17.714053,BENE10181,mobile
TXN307053,ACC205637,CUST107810,1467.83,GBP,2026-05-20 15:51:50.656652,BENE42772,mobile
TXN307054,ACC203859,CUST104460,6245.64,INR,2025-10-26 05:54:44.049449,BENE17799,web
TXN307055,ACC202718,CUST105794,731.29,USD,2025-10-30 16:16:48.502464,BENE11842,mobile
TXN307056,ACC207822,CUST101450,114051.1,INR,2026-01-30 15:21:07.169324,BENE33595,api
TXN307057,ACC207522,CUST106690,5459.55,USD,2026-01-13 15:26:50.567438,BENE32635,branch
TXN307058,ACC207413,CUST107355,1008224.13,USD,2025-11-25 15:11:21.785166,BENE8107,mobile
TXN307059,ACC204656,CUST106972,10693.3,USD,2026-03-15 05:12:21.265876,BENE14691,atm
TXN307060,ACC204390,CUST101015,3908.15,INR,2026-02-10 20:16:52.202018,,api
TXN307061,ACC207538,CUST103634,2252.43,EUR,2025-09-09 07:58:40.563585,BENE26734,mobile
TXN307062,ACC205687,CUST106718,14171.08,INR,2025-12-20 00:27:35.521544,BENE37563,mobile
TXN307063,ACC210022,CUST107671,5023.21,INR,2026-01-24 01:06:33.081078,BENE32756,atm
TXN307064,ACC202943,CUST105522,15230.29,INR,2025-11-16 16:48:59.618908,BENE19287,mobile
TXN307065,ACC202519,CUST101382,4377.98,INR,2025-09-10 16:12:58.514006,BENE20255,web
TXN307066,ACC211982,CUST108849,33354.69,INR,2025-12-13 16:42:59.893269,BENE10042,mobile
TXN307067,ACC203740,CUST106519,8095.59,USD,2025-09-01 00:19:09.545444,BENE2629,atm
TXN307068,ACC214393,CUST109972,2105.28,INR,2026-01-20 09:12:31.024685,BENE29399,web
TXN307069,ACC205394,CUST100655,14566.05,INR,2026-07-03 17:28:07.561658,BENE23147,web
TXN307070,ACC206034,CUST104949,6901.52,INR,2025-12-25 08:52:25.804077,BENE37267,branch
TXN307071,ACC201314,CUST100374,2693.3,INR,2025-09-25 22:14:07.299709,BENE9420,api
TXN307072,ACC208328,CUST103131,3431.34,INR,2025-11-13 10:29:21.274838,BENE44516,api
TXN307073,ACC207229,CUST107054,2071.0,INR,2026-07-08 19:42:01.205972,BENE15988,mobile
TXN307074,ACC203780,CUST105119,2128.17,INR,2025-12-24 07:28:29.364158,BENE28266,branch
TXN307075,ACC202212,CUST107782,10203.83,INR,2026-03-10 17:04:22.539810,BENE20313,web
TXN307076,ACC200933,CUST101842,24646.93,INR,2026-05-28 14:08:48.692287,BENE25614,web
TXN307077,ACC209216,CUST104017,7805.18,INR,2025-11-05 00:09:31.051609,BENE27007,branch
TXN307078,ACC214669,CUST104598,4189.62,INR,2026-04-25 16:03:12.783331,BENE38050,mobile
TXN307079,ACC212010,CUST102526,3884.79,INR,2026-07-28 07:44:07.355908,BENE20610,branch
TXN307080,ACC205552,CUST106209,6395.58,INR,2026-08-30 00:00:00.000000,BENE68,web
TXN307081,ACC214771,CUST100716,7629.2,INR,2026-06-28 16:02:42.923935,BENE29741,mobile
TXN307082,ACC208953,CUST107693,1573.25,INR,2026-02-03 07:22:39.203099,BENE45753,api
TXN307083,ACC213846,CUST106680,3767.66,INR,2026-06-13 21:52:54.113861,BENE19654,mobile
TXN307084,ACC209949,CUST109471,7444.62,INR,2025-09-30 18:21:48.493205,BENE13755,mobile
TXN307085,ACC200637,CUST108415,1760.09,INR,2026-04-17 04:54:31.558299,BENE20198,mobile
TXN307086,ACC205061,CUST102156,25944.97,INR,2026-07-20 06:07:06.552815,BENE35158,branch
TXN307087,ACC208911,CUST109599,94053.99,INR,2025-09-20 10:42:58.135877,BENE3484,web
TXN307088,ACC202599,CUST105979,16093.77,INR,2026-03-25 08:29:40.354092,BENE49732,atm
TXN307089,ACC209587,CUST100508,1804.12,INR,2026-07-24 06:13:36.352588,BENE47651,branch
TXN307090,ACC214567,CUST101998,9235.09,INR,2026-06-09 13:14:56.270179,BENE22150,mobile
TXN307091,ACC202664,CUST107403,9852.28,INR,2026-06-05 02:41:03.067350,BENE26471,mobile
TXN307092,ACC205784,CUST104520,2218.66,INR,2026-06-29 02:34:47.700472,BENE41286,web
TXN307093,ACC209757,CUST100823,2485.84,INR,2025-11-12 06:47:39.238764,BENE13035,web
TXN307094,ACC200264,CUST100303,2004.26,INR,2026-01-23 18:55:52.160721,BENE42244,web
TXN307095,ACC201602,CUST107277,3163.03,INR,2026-09-08 00:00:00.000000,BENE49508,branch
TXN307096,ACC213980,CUST107583,1321.3,INR,2026-04-24 02:28:15.094824,BENE35273,branch
TXN307097,ACC208792,CUST999060,2762.39,INR,2026-04-03 11:56:07.946764,BENE46692,api
TXN307098,ACC207212,CUST108805,10120.37,INR,2026-06-10 20:42:27.597187,BENE25830,web
TXN307099,ACC203962,CUST109886,1960.2,INR,2026-07-04 01:26:07.016733,BENE8056,web
TXN307100,ACC211238,CUST104049,13927.88,INR,2026-02-02 19:06:14.846950,BENE47222,atm
TXN307101,ACC202120,CUST103348,1542.46,INR,2026-05-11 21:39:11.320078,BENE26928,atm
TXN307102,ACC204782,CUST101381,10430.77,INR,2025-09-04 00:23:15.043292,BENE6992,web
TXN307103,ACC214067,CUST103784,8966.86,INR,2026-02-11 22:57:00.225787,BENE26214,mobile
TXN307104,ACC202112,CUST100422,4807.86,USD,2026-01-31 17:28:22.546011,BENE19186,mobile
TXN307105,ACC204808,CUST104883,3515.41,INR,2025-11-02 17:31:57.724631,BENE32555,branch
TXN307106,ACC207291,CUST101012,5325.73,INR,2026-09-14 00:00:00.000000,BENE1192,atm
TXN307107,ACC211389,CUST107325,11939.52,USD,2026-08-01 19:27:01.993931,BENE13094,mobile
TXN307108,ACC206756,CUST101200,1700.1,EUR,2026-06-10 23:06:18.534412,BENE19238,mobile
TXN307109,ACC202987,CUST108952,4993.18,INR,2026-07-05 23:14:28.462316,BENE48780,web
TXN307110,ACC211070,CUST105547,3044.92,INR,2026-05-24 09:41:51.755762,BENE7750,mobile
TXN307111,ACC213653,CUST104593,5431.22,INR,2026-01-19 07:55:42.107851,BENE15379,mobile
TXN307112,ACC203645,CUST101148,3412.83,INR,2025-09-23 05:01:58.884301,BENE19292,mobile
TXN307113,ACC203513,CUST102478,12248.26,INR,2025-08-20 11:05:09.717837,BENE26951,web
TXN307114,ACC209220,CUST102228,1051.93,INR,2026-07-27 01:10:51.424392,BENE36446,web
TXN307115,ACC212137,CUST105583,3784.76,INR,2025-09-21 17:11:48.751001,BENE34471,api
TXN307116,ACC212233,CUST101754,5122.13,INR,2025-11-19 16:06:05.774676,BENE1986,api
TXN307117,ACC212914,CUST100272,1809.18,INR,2026-02-22 04:28:39.938489,BENE3819,branch
TXN307118,ACC202600,CUST101457,877.78,GBP,2026-01-12 02:16:24.863535,BENE46260,branch
TXN307119,ACC213650,CUST109378,13308.06,INR,2026-01-09 21:08:56.661112,BENE20258,mobile
TXN307120,ACC214091,CUST102643,3170.33,INR,2026-07-17 20:48:23.434680,BENE1792,web
TXN307121,ACC203099,CUST109357,1855.09,USD,2026-02-03 20:15:19.036912,BENE44646,branch
TXN307122,ACC200781,CUST106546,5655.77,INR,2025-11-20 12:12:35.053202,BENE12225,mobile
TXN307123,ACC206629,CUST101860,2476.32,INR,2026-01-16 17:07:52.716499,BENE41944,mobile
TXN307124,ACC202055,CUST109331,2308.92,USD,2025-09-22 07:00:15.072928,BENE38050,web
TXN307125,ACC210883,CUST102970,4053.37,USD,2025-11-15 17:52:49.397523,BENE14669,mobile
TXN307126,ACC209797,CUST106242,3249.21,INR,2025-10-25 12:03:21.751803,BENE10096,mobile
TXN307127,ACC209778,CUST101756,20157.39,INR,2026-04-01 16:06:49.386811,BENE29590,web
TXN307128,ACC202979,CUST100718,7304.4,INR,2026-04-21 00:36:48.020580,BENE21483,web
TXN307129,ACC206276,CUST108631,1920.89,INR,2026-01-17 18:24:24.116642,BENE4296,mobile
TXN307130,ACC208773,CUST109695,20487.1,INR,2026-03-06 15:39:19.099374,BENE38706,mobile
TXN307131,ACC202252,CUST104305,3611.75,INR,2026-02-28 11:53:01.406131,BENE39968,mobile
TXN307132,ACC203744,CUST109661,29467.78,INR,2025-10-23 11:10:11.458119,BENE30768,branch
TXN307133,ACC208751,CUST100171,1727.3,INR,2026-02-16 11:23:39.998054,,branch
